Protein	A1	A100	A108	A11	A118	A124	A125	A126	A139	A14	A146	A148	A155	A169	A170	A177	A181	A185	A208	A209	A215	A22	A220	A221	A253	A260	A262	A264	A269	A270	A275	A278	A279	A280	A281	A286	A287	A290	A296	A297	A298	A302	A304	A311	A313	A314	A317	A318	A319	A321	A324	A326	A328	A329	A331	A332	A335	A34	A343	A346	A347	A351	A353	A355	A359	A362	A363	A365	A367	A37	A377	A379	A381	A383	A384	A386	A388	A39	A393	A394	A395	A399	A402	A404	A405	A406	A407	A411	A412	A413	A414	A415	A417	A419	A422	A424	A425	A427	A428	A429	A432	A433	A436	A437	A438	A441	A442	A443	A444	A448	A450	A451	A452	A455	A456	A457	A458	A459	A461	A463	A468	A470	A471	A472	A473	A476	A478	A480	A484	A485	A493	A494	A496	A5	A502	A505	A506	A512	A518	A525	A527	A530	A535	A58	A62	A64	A69	A70	A75	A77	A85
P06310	19.52142024	19.39877917	18.92376851	20.06647947	19.07014978	19.17754606	19.55272538	19.70037537	19.33310293	19.00097103	19.00097103	19.36627739	19.61008043	20.38472368	18.47631507	19.70037537	18.81662433	19.23941906	18.67639444	19.36627739	17.82445537	20.38472368	19.00097103	18.58049045	18.64674854	19.23941906	19.10861379	18.1485163	18.88780071	19.79899223	18.3846868	19.10861379	19.42826202	18.64674854	18.88780071	19.79899223	18.58049045	19.1450689	19.17754606	18.92376851	19.1450689	19.10861379	19.1450689	19.42826202	19.33310293	19.63615905	16.39063921	18.61554343	19.07014978	19.36627739	18.54547358	19.57999352	19.07014978	19.07014978	19.42826202	19.26925455	20.30128965	20.15745796	19.36627739	19.61008043	19.42826202	18.32300197	19.57999352	18.29551785	18.88780071	19.91245082	19.07014978	19.30290439	19.73333315	19.20774122	18.32300197	19.61008043	19.30290439	19.42826202	18.51486042	18.47631507	19.07014978	19.1450689	18.41311965	19.1450689	19.76718872	17.90996338	19.83903767	19.95389945	17.75260932	18.64674854	18.92376851	18.8517094	18.61554343	18.81662433	19.23941906	19.07014978	19.1450689	18.8517094	19.95389945	19.1450689	19.03572002	19.49128748	19.30290439	19.76718872	19.33310293	19.07014978	19.00097103	19.49128748	19.23941906	18.05918072	19.46252224	18.9625854	19.10861379	19.91245082	19.46252224	18.77969371	19.00097103	19.57999352	18.05918072	19.42826202	18.77969371	19.55272538	19.49128748	19.55272538	19.1450689	19.36627739	18.7134335	18.88780071	18.58049045	19.03572002	19.07014978	18.92376851	18.9625854	19.03572002	18.47631507	19.07014978	19.03572002	19.17754606	18.92376851	19.57999352	19.07014978	20.0258614	18.88780071	19.03572002	18.88780071	19.03572002	18.77969371	19.46252224	19.36627739	18.3846868	19.17754606	19.03572002	19.03572002	19.46252224	18.81662433
P06312	20.38472368	20.73985064	20.65218326	20.38472368	20.65218326	20.69473025	20.69473025	20.73985064	20.34291888	20.56316554	20.56316554	20.25368593	19.76718872	20.60646576	19.73333315	20.51932527	19.26925455	20.98493296	19.73333315	20.51932527	20.20235344	20.69473025	20.82683086	20.77996056	20.15745796	21.29366304	19.76718872	20.82683086	20.56316554	20.51932527	21.09705093	20.60646576	21.57737719	20.69473025	20.60646576	20.82683086	20.77996056	21.25284731	20.69473025	21.00912606	20.76004499	20.73985064	20.69473025	20.56316554	21.64720368	20.20235344	21.44339787	20.69473025	20.34291888	20.51932527	20.0258614	20.43179241	20.11354252	20.38472368	20.30128965	20.0258614	20.56316554	20.4698286	20.4698286	20.73985064	20.65218326	19.46252224	20.4698286	19.63615905	20.69473025	20.82683086	20.91334306	20.60646576	20.77996056	20.51932527	19.20774122	20.69473025	21.22835251	20.93702677	21.09705093	20.43179241	20.34291888	20.4698286	19.98558626	20.69473025	21.53816714	20.06647947	20.30128965	19.83903767	20.98493296	20.65218326	19.83903767	20.38472368	20.51932527	19.91245082	19.95389945	20.34291888	21.00912606	21.12267889	21.09705093	19.98558626	19.76718872	20.15745796	20.93702677	21.14785952	20.56316554	21.27339951	20.96032724	20.69473025	20.71746641	19.83903767	20.73985064	20.65218326	20.25368593	21.0316265	20.82683086	20.56316554	20.38472368	20.60646576	19.98558626	19.98558626	20.06647947	20.73985064	20.73985064	20.34291888	20.65218326	20.4698286	20.91334306	20.91334306	20.56316554	20.65218326	20.20235344	20.65218326	20.15745796	20.25368593	20.82683086	20.65218326	20.34291888	20.56316554	20.15745796	20.43179241	20.4698286	20.65218326	20.34291888	20.20235344	20.60646576	20.69473025	20.38472368	20.38472368	20.30128965	20.06647947	20.38472368	20.51932527	20.38472368	20.15745796	20.60646576
P06331	20.73985064	21.14785952	19.76718872	20.86500448	20.15745796	20.43179241	20.73985064	20.65218326	21.77516657	20.82683086	20.93702677	20.91334306	20.20235344	21.38112625	20.65218326	20.34291888	21.07557838	20.98493296	20.06647947	19.20774122	21.55790537	21.34655377	20.38472368	21.20343464	20.82683086	20.43179241	20.51932527	20.20235344	20.69473025	20.11354252	20.60646576	21.38112625	21.34655377	19.67102096	21.0316265	22.20385399	21.12267889	21.09705093	19.95389945	20.51932527	20.43179241	20.4698286	20.84604354	21.40214188	21.05378141	21.29366304	20.34291888	20.0258614	22.24568036	20.65218326	21.60102762	21.29366304	22.3244712	20.15745796	20.82683086	19.98558626	19.98558626	20.93702677	21.20343464	20.77996056	21.86451792	20.38472368	21.60102762	20.4698286	20.77996056	21.20343464	20.38472368	20.34291888	20.91334306	20.71746641	20.82683086	20.82683086	19.98558626	21.07557838	20.56316554	20.60646576	19.63615905	20.11354252	20.82683086	20.38472368	20.84604354	20.84604354	20.77996056	20.25368593	19.46252224	19.95389945	20.86500448	21.22835251	20.84604354	21.25284731	22.34729236	21.27339951	20.38472368	21.53816714	20.82683086	21.38112625	21.00912606	21.14785952	20.93702677	21.22835251	19.95389945	20.15745796	20.96032724	20.86500448	20.06647947	20.4698286	19.79899223	20.73985064	20.69473025	20.82683086	20.91334306	20.82683086	19.46252224	20.82683086	21.09705093	21.50213691	20.77996056	20.65218326	20.56316554	20.82683086	19.95389945	19.83903767	19.83903767	20.82683086	21.29366304	20.84604354	20.93702677	20.69473025	20.96032724	20.82683086	21.22835251	20.0258614	21.32035105	20.06647947	20.91334306	20.69473025	20.60646576	21.20343464	20.76004499	20.82683086	19.91245082	20.11354252	20.69473025	20.91334306	21.17591436	20.91334306	20.06647947	20.56316554	21.88836534	20.98493296	20.38472368
P06396	21.79718377	21.57737719	21.29366304	21.69216553	21.40214188	21.55790537	21.52026474	21.50213691	21.34655377	21.50213691	21.57737719	21.66975359	20.86500448	21.75280774	20.96032724	21.7142342	21.38112625	21.40214188	21.42285525	21.66975359	21.38112625	21.22835251	21.57737719	21.96714216	21.27339951	21.29366304	21.32035105	21.7142342	21.86451792	21.75280774	21.52026474	21.38112625	21.34655377	21.69216553	21.22835251	21.40214188	21.75280774	21.00912606	21.57737719	21.42285525	21.53816714	21.52026474	21.44339787	21.40214188	21.50213691	21.75280774	21.44339787	21.73365009	21.69216553	21.40214188	21.88836534	21.84026967	21.69216553	21.57737719	21.77516657	21.07557838	21.29366304	21.69216553	21.20343464	21.96714216	21.53816714	22.0784108	21.75280774	22.02367721	21.05378141	21.91501826	21.55790537	21.48302306	21.29366304	21.40214188	21.66975359	21.64720368	21.48302306	21.60102762	20.86500448	21.88836534	21.42285525	21.38112625	21.40214188	21.62429615	21.20343464	21.81888756	21.53816714	21.52026474	21.77516657	21.57737719	21.7142342	21.75280774	21.48302306	21.73365009	21.29366304	21.9411877	21.96714216	21.12267889	21.52026474	21.96714216	21.73365009	21.53816714	21.40214188	21.66975359	21.40214188	21.79718377	21.88836534	21.69216553	21.69216553	21.64720368	21.64720368	21.86451792	21.55790537	21.52026474	21.22835251	21.50213691	21.73365009	21.55790537	21.60102762	21.69216553	21.46365208	21.29366304	21.44339787	21.69216553	21.44339787	21.57737719	21.75280774	21.75280774	21.55790537	21.44339787	21.57737719	21.69216553	21.53816714	21.12267889	21.53816714	21.34655377	21.62429615	21.46365208	21.32035105	21.27339951	21.40214188	22.39079741	21.42285525	21.20343464	21.20343464	21.48302306	22.02367721	21.52026474	21.46365208	21.99263793	21.46365208	21.69216553	21.34655377	21.44339787	21.40214188
P06681	17.82445537	17.82445537	18.47631507	17.75260932	17.85233443	17.82445537	18.00145218	17.68543321	17.79265051	17.49346458	17.65299198	17.85233443	18.26437845	17.32734212	18.61554343	17.36952919	18.11872314	17.41002894	18.00145218	18.05918072	17.71848605	17.71848605	17.71848605	17.85233443	17.90996338	18.00145218	17.87999598	17.79265051	17.93902818	17.82445537	17.79265051	17.71848605	17.85233443	17.71848605	17.68543321	18.1485163	17.87999598	18.18013255	17.53426488	17.90996338	17.85233443	18.11872314	17.75260932	17.97281155	18.03181426	17.87999598	17.65299198	18.18013255	17.87999598	18.20645161	17.32734212	17.57538413	17.61956088	17.61956088	17.79265051	18.29551785	17.61956088	17.49346458	18.03181426	17.24269963	17.79265051	17.87999598	17.85233443	16.72733552	18.47631507	17.49346458	17.82445537	17.53426488	18.41311965	17.57538413	17.45358413	17.53426488	17.49346458	17.82445537	17.32734212	17.82445537	18.03181426	17.85233443	18.44057723	17.61956088	17.28337779	17.97281155	17.85233443	17.75260932	17.97281155	17.75260932	18.3846868	17.90996338	18.11872314	18.00145218	18.03181426	17.97281155	18.00145218	17.41002894	17.75260932	17.97281155	17.49346458	17.41002894	17.49346458	17.49346458	17.93902818	17.87999598	17.85233443	17.45358413	17.49346458	17.82445537	17.82445537	17.61956088	17.90996338	17.82445537	17.61956088	17.87999598	18.3846868	17.79265051	18.1485163	18.3846868	18.26437845	18.23456486	17.75260932	18.00145218	17.87999598	17.82445537	18.11872314	18.03181426	17.79265051	18.00145218	17.82445537	17.97281155	17.97281155	17.57538413	17.36952919	17.93902818	17.68543321	17.79265051	18.05918072	17.85233443	17.87999598	18.41311965	17.97281155	17.49346458	17.87999598	17.79265051	17.79265051	17.93902818	17.75260932	17.68543321	17.87999598	17.87999598	17.65299198	17.71848605	17.85233443
P06727	22.77526385	22.62397479	22.74373591	22.05406272	22.39079741	22.5944515	22.65290623	22.5944515	22.54010036	22.30128295	21.9411877	22.5944515	22.74373591	21.75280774	22.93394471	22.17752721	22.39079741	22.10235476	22.34729236	22.34729236	21.84026967	22.20385399	22.24568036	22.0784108	21.27339951	22.77526385	22.10235476	23.36233234	22.5944515	22.74373591	22.15071075	22.5944515	22.3244712	22.4938811	22.39079741	22.56753186	22.86680878	21.48302306	21.69216553	23.40384928	23.03671962	22.5944515	22.3244712	21.9411877	22.44433551	22.24568036	23.08885939	23.11999814	21.96714216	22.10235476	23.15047897	22.80531052	22.62397479	22.22491875	21.77516657	21.88836534	21.55790537	22.10235476	21.79718377	22.4938811	22.5944515	22.56753186	21.75280774	23.24501949	22.65290623	22.5944515	22.0784108	22.24568036	21.79718377	21.81888756	23.40384928	22.34729236	21.96714216	22.51717581	22.02367721	23.28048704	22.93394471	22.27374951	22.3244712	22.12673535	22.51717581	23.75093776	22.4938811	21.05378141	22.83474397	22.86680878	23.24501949	22.62397479	22.12673535	22.02367721	22.22491875	23.11999814	22.68250238	21.86451792	22.65290623	22.46932111	22.46932111	20.86500448	22.4938811	23.17986172	22.10235476	23.06302504	23.28048704	21.00912606	23.85569735	22.20385399	22.22491875	22.4938811	23.28048704	22.62397479	21.86451792	22.54010036	22.41781467	23.15047897	23.17986172	22.36920887	24.17631029	22.05406272	22.68250238	22.74373591	22.56753186	22.68250238	23.03671962	22.68250238	22.62397479	22.71150356	22.34729236	22.24568036	22.62397479	22.77526385	22.65290623	22.71150356	22.46932111	22.30128295	22.71150356	22.80531052	22.83474397	22.51717581	22.80531052	22.68250238	22.56753186	22.10235476	23.06302504	22.68250238	22.24568036	21.99263793	22.62397479	22.12673535	22.51717581	22.5944515	22.12673535
P07225	19.83903767	19.98558626	19.98558626	19.95389945	19.98558626	19.87519889	19.98558626	19.76718872	19.95389945	19.98558626	19.63615905	19.98558626	20.06647947	19.70037537	20.06647947	20.06647947	20.0258614	19.57999352	20.38472368	20.06647947	19.73333315	19.87519889	19.07014978	20.20235344	19.95389945	19.67102096	20.11354252	19.83903767	20.0258614	19.67102096	19.49128748	19.79899223	19.46252224	20.0258614	19.83903767	19.67102096	20.0258614	19.67102096	19.36627739	19.39877917	19.79899223	19.79899223	19.95389945	20.15745796	19.73333315	19.73333315	19.98558626	19.87519889	20.11354252	19.83903767	20.20235344	19.83903767	20.06647947	20.0258614	20.20235344	20.11354252	19.61008043	19.46252224	19.95389945	19.46252224	20.11354252	20.0258614	20.34291888	20.11354252	20.25368593	19.61008043	19.87519889	19.95389945	19.70037537	19.76718872	20.60646576	19.73333315	19.87519889	19.61008043	19.67102096	20.25368593	19.95389945	20.06647947	20.34291888	19.87519889	19.63615905	20.15745796	19.91245082	20.06647947	19.98558626	19.79899223	20.34291888	19.76718872	20.0258614	20.60646576	20.20235344	19.67102096	20.0258614	19.42826202	20.11354252	20.11354252	20.34291888	20.25368593	19.52142024	19.52142024	20.15745796	19.95389945	19.79899223	20.15745796	19.70037537	20.34291888	19.98558626	19.79899223	20.20235344	19.79899223	19.55272538	19.98558626	20.11354252	19.63615905	20.30128965	20.38472368	20.38472368	19.87519889	19.87519889	19.95389945	20.0258614	20.11354252	19.73333315	19.87519889	19.83903767	19.98558626	20.06647947	20.0258614	20.0258614	19.98558626	19.87519889	20.20235344	19.87519889	19.87519889	19.98558626	19.67102096	20.0258614	19.95389945	20.0258614	19.91245082	20.06647947	20.06647947	20.20235344	20.06647947	20.20235344	20.25368593	19.98558626	19.95389945	19.98558626	19.98558626	20.0258614
P07333	13.58894882	10.71424552	12.17086395	13.23855402	12.17086395	13.04251439	13.23855402	12.58214198	12.0409746	10.71424552	10.22641219	11.04302728	13.8837888	12.58214198	10.22641219	11.88874325	13.14545456	12.71145189	13.33315535	11.88874325	13.14545456	12.83289001	10.22641219	12.0409746	12.94123105	12.94123105	12.0409746	13.81688365	12.94123105	13.50370153	11.88874325	12.94123105	12.0409746	12.94123105	12.58214198	14.07598046	13.33315535	13.66966018	11.29806257	12.83289001	12.17086395	11.73766986	12.71145189	12.44268437	13.41719324	13.04251439	12.83289001	13.41719324	12.44268437	13.23855402	11.73766986	12.17086395	12.44268437	12.17086395	12.94123105	12.94123105	12.44268437	12.30520676	13.23855402	10.22641219	12.83289001	12.83289001	12.71145189	13.41719324	13.58894882	12.71145189	13.14545456	12.17086395	12.83289001	10.71424552	12.30520676	12.0409746	12.83289001	12.94123105	13.04251439	12.44268437	13.04251439	12.58214198	12.83289001	12.17086395	13.04251439	11.55506839	12.83289001	13.50370153	12.30520676	13.04251439	13.14545456	12.17086395	13.14545456	12.44268437	11.55506839	12.58214198	12.44268437	9.152284842	12.83289001	13.33315535	13.58894882	12.58214198	10.71424552	12.44268437	12.71145189	12.30520676	9.152284842	12.17086395	12.83289001	12.17086395	13.33315535	11.04302728	12.17086395	12.0409746	10.71424552	12.71145189	12.17086395	12.94123105	12.71145189	13.58894882	13.33315535	12.83289001	12.44268437	12.58214198	11.88874325	13.58894882	13.74241471	13.14545456	12.94123105	12.58214198	12.94123105	13.23855402	12.44268437	12.94123105	11.88874325	12.58214198	13.33315535	12.44268437	12.0409746	12.83289001	12.0409746	15.30620413	11.88874325	12.44268437	12.58214198	12.17086395	12.0409746	9.152284842	12.0409746	13.14545456	12.17086395	13.04251439	12.17086395	12.44268437	12.58214198
P07357	19.33310293	19.46252224	19.1450689	19.30290439	19.03572002	19.39877917	19.57999352	19.30290439	19.17754606	19.33310293	19.30290439	19.42826202	19.70037537	18.47631507	19.39877917	19.10861379	19.55272538	19.20774122	19.39877917	19.10861379	19.36627739	19.61008043	19.03572002	19.07014978	19.23941906	19.42826202	19.49128748	18.74617969	19.30290439	19.39877917	19.23941906	19.49128748	18.64674854	19.42826202	19.17754606	19.36627739	19.52142024	19.55272538	19.20774122	18.7134335	19.46252224	19.36627739	19.55272538	18.81662433	18.74617969	19.1450689	19.1450689	19.76718872	19.52142024	19.63615905	19.10861379	19.46252224	19.00097103	19.26925455	19.67102096	19.57999352	19.17754606	19.23941906	19.46252224	19.00097103	19.30290439	19.39877917	19.61008043	19.00097103	19.49128748	18.92376851	19.39877917	18.88780071	19.10861379	19.1450689	19.46252224	19.67102096	19.03572002	18.88780071	18.88780071	19.61008043	19.33310293	19.03572002	19.63615905	19.39877917	18.8517094	19.07014978	19.23941906	19.79899223	19.73333315	19.26925455	19.87519889	19.46252224	19.10861379	19.46252224	19.42826202	18.92376851	19.26925455	18.9625854	19.17754606	19.55272538	18.81662433	19.26925455	19.17754606	18.9625854	19.61008043	19.46252224	19.03572002	19.55272538	18.7134335	19.49128748	19.20774122	19.17754606	19.36627739	19.36627739	18.9625854	19.39877917	19.30290439	19.1450689	19.55272538	19.1450689	19.57999352	19.39877917	19.20774122	19.36627739	19.33310293	19.33310293	19.03572002	19.67102096	19.20774122	19.30290439	19.36627739	19.26925455	19.33310293	19.49128748	18.67639444	19.03572002	19.55272538	19.07014978	19.42826202	19.23941906	19.26925455	19.55272538	19.30290439	19.49128748	19.23941906	19.23941906	19.36627739	19.23941906	19.23941906	19.33310293	19.26925455	19.49128748	19.20774122	19.26925455	19.26925455
P07358	19.57999352	19.83903767	19.67102096	19.67102096	19.49128748	19.61008043	19.61008043	19.67102096	19.61008043	19.67102096	19.57999352	19.70037537	19.91245082	18.7134335	19.67102096	19.20774122	19.95389945	19.61008043	20.11354252	19.26925455	19.55272538	19.70037537	19.30290439	19.49128748	19.36627739	19.63615905	19.95389945	19.10861379	19.63615905	19.03572002	19.46252224	19.70037537	19.07014978	19.73333315	19.10861379	19.23941906	19.98558626	19.98558626	19.26925455	18.77969371	19.70037537	19.49128748	19.61008043	18.51486042	19.03572002	19.36627739	19.26925455	20.06647947	19.79899223	19.76718872	18.92376851	19.87519889	19.46252224	19.79899223	19.79899223	19.63615905	19.1450689	19.63615905	19.52142024	19.17754606	19.67102096	19.91245082	19.83903767	18.64674854	19.73333315	19.52142024	19.73333315	19.26925455	19.39877917	19.07014978	19.33310293	19.63615905	19.49128748	19.23941906	19.17754606	19.95389945	19.73333315	19.61008043	19.91245082	19.70037537	19.17754606	19.17754606	19.26925455	20.15745796	19.95389945	19.52142024	20.20235344	19.67102096	19.33310293	19.63615905	19.55272538	19.33310293	19.67102096	19.26925455	19.98558626	19.95389945	19.39877917	19.63615905	19.76718872	19.17754606	19.70037537	19.91245082	19.30290439	19.63615905	19.00097103	19.67102096	19.33310293	19.39877917	19.49128748	19.57999352	19.26925455	19.61008043	19.52142024	19.20774122	19.95389945	19.76718872	19.87519889	19.91245082	19.61008043	19.61008043	19.55272538	19.70037537	19.20774122	19.83903767	19.95389945	19.55272538	19.70037537	19.67102096	19.57999352	19.46252224	19.00097103	19.63615905	19.79899223	19.42826202	19.61008043	19.33310293	19.46252224	20.11354252	19.57999352	19.42826202	19.67102096	19.73333315	19.55272538	19.57999352	19.79899223	19.42826202	19.63615905	20.15745796	19.73333315	19.70037537	19.73333315
P07359	14.83521156	16.08953324	15.85525783	15.60796598	15.51307987	15.22874355	15.34519731	15.77344832	15.46668192	13.50370153	15.60796598	15.69193431	12.30520676	12.94123105	15.65012616	15.60796598	15.18553364	15.46668192	16.17352099	15.30620413	15.51307987	15.30620413	15.30620413	15.30620413	13.14545456	16.42693627	15.22874355	15.18553364	14.66111003	14.25930192	15.60796598	15.14441926	16.3563488	15.69193431	14.78453261	15.38667086	15.85525783	15.22874355	15.26832268	16.08953324	15.34519731	15.81338039	15.14441926	15.69193431	16.17352099	14.83521156	15.96648292	16.50183718	12.58214198	16.3563488	13.74241471	12.94123105	14.78453261	15.51307987	13.94708898	14.93976285	13.74241471	15.81338039	14.83521156	16.53994636	15.5609597	13.04251439	15.0516338	16.39063921	14.12871935	15.88990793	12.30520676	14.99722359	15.46668192	16.283848	15.85525783	15.30620413	16.08953324	15.46668192	14.78453261	16.0046155	15.92835644	15.81338039	15.30620413	15.10115498	15.77344832	15.92835644	14.93976285	14.60119044	15.65012616	16.42693627	15.5609597	15.88990793	15.5609597	14.43104049	13.04251439	15.46668192	15.73269742	15.96648292	12.58214198	14.83521156	13.33315535	14.83521156	15.51307987	15.51307987	15.26832268	12.58214198	15.46668192	14.43104049	15.42551097	15.34519731	12.44268437	12.83289001	15.77344832	15.34519731	12.71145189	15.85525783	15.46668192	15.96648292	15.81338039	16.61649141	15.22874355	15.46668192	15.60796598	15.77344832	15.73269742	16.0046155	16.42693627	16.17352099	15.69193431	15.5609597	15.38667086	16.0046155	16.13627023	15.92835644	16.20861541	16.0046155	14.72013736	15.5609597	15.85525783	15.46668192	15.69193431	15.22874355	15.85525783	15.51307987	15.60796598	15.34519731	16.68753972	15.77344832	15.22874355	13.04251439	15.18553364	15.46668192	15.69193431	15.65012616	15.46668192
P07360	18.81662433	19.07014978	18.88780071	19.03572002	18.77969371	18.81662433	19.07014978	18.88780071	18.64674854	18.74617969	19.03572002	18.92376851	19.39877917	17.97281155	18.9625854	18.08941427	19.20774122	18.81662433	19.20774122	18.47631507	18.54547358	18.8517094	18.51486042	18.3846868	18.41311965	18.77969371	19.20774122	18.58049045	18.92376851	18.92376851	18.58049045	19.00097103	18.88780071	18.8517094	19.23941906	18.88780071	19.33310293	19.23941906	18.7134335	18.64674854	18.74617969	19.03572002	18.77969371	18.41311965	18.64674854	18.58049045	18.92376851	19.23941906	19.39877917	18.81662433	18.74617969	18.7134335	18.61554343	18.8517094	19.07014978	19.00097103	18.3846868	18.74617969	18.74617969	18.9625854	18.8517094	19.20774122	18.9625854	18.9625854	19.23941906	18.58049045	18.88780071	18.51486042	18.67639444	18.64674854	19.10861379	18.74617969	18.74617969	18.3846868	18.47631507	19.20774122	19.10861379	18.61554343	19.07014978	19.07014978	18.47631507	18.7134335	18.26437845	19.17754606	19.17754606	18.92376851	19.20774122	18.9625854	19.03572002	19.03572002	18.51486042	18.58049045	18.7134335	18.54547358	18.54547358	18.74617969	18.51486042	18.74617969	19.00097103	18.11872314	19.03572002	19.10861379	18.47631507	19.03572002	18.41311965	19.23941906	18.51486042	18.7134335	18.47631507	18.8517094	18.64674854	18.8517094	18.8517094	18.26437845	19.39877917	18.81662433	19.1450689	18.88780071	18.8517094	18.67639444	19.00097103	18.7134335	18.8517094	18.7134335	18.8517094	18.47631507	18.58049045	19.07014978	18.58049045	18.44057723	18.58049045	18.41311965	19.26925455	18.35387478	19.10861379	18.32300197	18.81662433	18.92376851	18.74617969	18.54547358	18.32300197	18.77969371	18.81662433	18.77969371	18.7134335	18.81662433	18.7134335	19.46252224	18.7134335	18.88780071	18.67639444
P07477;P07478;Q8NHM4	19.42826202	17.45358413	17.45358413	19.39877917	16.72733552	16.92770853	18.81662433	18.3846868	18.88780071	18.35387478	18.58049045	17.41002894	18.18013255	18.11872314	17.04965714	18.51486042	18.9625854	18.41311965	18.41311965	18.35387478	17.28337779	17.41002894	18.26437845	18.05918072	18.29551785	19.00097103	18.77969371	18.35387478	18.64674854	18.67639444	18.26437845	18.35387478	18.05918072	18.81662433	19.46252224	19.03572002	18.23456486	18.7134335	18.41311965	19.10861379	18.23456486	18.3846868	19.23941906	17.53426488	19.07014978	17.57538413	17.87999598	18.8517094	18.64674854	17.04965714	17.82445537	18.23456486	19.10861379	18.67639444	18.64674854	18.67639444	19.10861379	19.1450689	16.72733552	18.00145218	17.41002894	18.18013255	18.74617969	19.42826202	17.36952919	18.9625854	19.10861379	18.3846868	19.23941906	17.65299198	19.55272538	17.79265051	18.67639444	17.12077449	18.23456486	18.03181426	18.41311965	18.47631507	17.61956088	18.54547358	18.81662433	17.49346458	17.57538413	18.9625854	18.23456486	19.07014978	18.51486042	17.19949023	17.28337779	20.77996056	20.43179241	17.28337779	17.41002894	17.75260932	19.52142024	18.67639444	17.82445537	19.39877917	17.41002894	16.96784541	18.35387478	18.44057723	18.20645161	19.1450689	18.18013255	17.24269963	19.63615905	17.28337779	17.49346458	17.24269963	17.79265051	18.54547358	18.74617969	20.43179241	17.45358413	18.67639444	18.3846868	16.42693627	18.58049045	17.49346458	18.61554343	18.77969371	20.43179241	18.54547358	18.1485163	18.88780071	17.57538413	17.90996338	17.68543321	17.04965714	16.92770853	18.61554343	18.20645161	18.1485163	16.85019905	19.76718872	19.55272538	18.8517094	19.46252224	17.12077449	18.47631507	18.32300197	19.03572002	19.98558626	18.81662433	20.11354252	18.26437845	18.03181426	17.57538413	17.32734212	16.96784541
P07737	15.22874355	14.48639511	14.60119044	14.19798453	14.19798453	12.44268437	12.44268437	14.48639511	14.78453261	14.78453261	15.92835644	14.19798453	14.66111003	14.88812487	13.33315535	14.43104049	14.78453261	13.41719324	15.81338039	14.07598046	14.78453261	15.0516338	15.42551097	13.50370153	15.5609597	14.66111003	12.30520676	15.77344832	14.60119044	16.72733552	15.14441926	13.04251439	15.60796598	15.14441926	14.83521156	14.93976285	13.41719324	15.46668192	15.34519731	15.46668192	13.66966018	15.18553364	13.04251439	15.81338039	15.65012616	12.30520676	14.54152016	14.88812487	15.60796598	14.66111003	15.85525783	12.58214198	13.14545456	14.88812487	15.0516338	13.94708898	14.78453261	15.69193431	15.10115498	14.07598046	13.04251439	14.83521156	14.60119044	12.83289001	11.55506839	15.5609597	14.54152016	14.48639511	12.71145189	16.17352099	16.0046155	14.66111003	15.73269742	13.58894882	12.44268437	15.65012616	13.14545456	14.19798453	13.04251439	14.32298437	12.17086395	13.8837888	13.81688365	14.32298437	15.38667086	14.93976285	16.17352099	15.46668192	13.94708898	12.83289001	15.34519731	13.50370153	12.17086395	14.3783626	11.29806257	12.0409746	15.73269742	14.93976285	12.83289001	15.22874355	15.22874355	14.3783626	13.8837888	15.26832268	13.14545456	13.50370153	11.04302728	13.66966018	13.66966018	14.3783626	14.88812487	14.07598046	15.60796598	14.19798453	15.10115498	13.8837888	13.8837888	14.60119044	14.60119044	13.8837888	14.07598046	13.94708898	14.83521156	13.66966018	14.25930192	14.07598046	14.54152016	13.41719324	14.07598046	14.54152016	16.08953324	14.48639511	11.29806257	14.43104049	13.81688365	14.12871935	13.81688365	15.34519731	13.8837888	14.25930192	14.60119044	13.74241471	14.78453261	13.8837888	14.83521156	15.18553364	14.54152016	14.32298437	14.83521156	14.43104049	14.07598046
