Protein	A1	A100	A108	A11	A118	A124	A125	A126	A139	A14	A146	A148	A155	A169	A170	A177	A181	A185	A208	A209	A215	A22	A220	A221	A253	A260	A262	A264	A269	A270	A275	A278	A279	A280	A281	A286	A287	A290	A296	A297	A298	A302	A304	A311	A313	A314	A317	A318	A319	A321	A324	A326	A328	A329	A331	A332	A335	A34	A343	A346	A347	A351	A353	A355	A359	A362	A363	A365	A367	A37	A377	A379	A381	A383	A384	A386	A388	A39	A393	A394	A395	A399	A402	A404	A405	A406	A407	A411	A412	A413	A414	A415	A417	A419	A422	A424	A425	A427	A428	A429	A432	A433	A436	A437	A438	A441	A442	A443	A444	A448	A450	A451	A452	A455	A456	A457	A458	A459	A461	A463	A468	A470	A471	A472	A473	A476	A478	A480	A484	A485	A493	A494	A496	A5	A502	A505	A506	A512	A518	A525	A527	A530	A535	A58	A62	A64	A69	A70	A75	A77	A85
A0A075B6S2;A2NJV5	22.02367721	22.36920887	21.91501826	21.79718377	21.91501826	22.51717581	22.20385399	22.39079741	21.86451792	22.30128295	21.57737719	21.88836534	22.02367721	22.36920887	21.36394383	21.96714216	21.46365208	22.10235476	21.75280774	21.79718377	22.02367721	22.36920887	22.5944515	21.42285525	21.84026967	21.69216553	21.81888756	22.30128295	21.86451792	21.75280774	22.15071075	21.9411877	21.99263793	21.69216553	22.02367721	22.02367721	21.36394383	21.36394383	22.10235476	22.15071075	22.12673535	21.38112625	22.12673535	21.9411877	22.30128295	22.10235476	22.05406272	22.10235476	21.42285525	22.39079741	21.88836534	22.10235476	22.12673535	21.9411877	21.9411877	21.7142342	22.51717581	22.56753186	22.02367721	22.71150356	21.69216553	20.86500448	22.3244712	21.88836534	21.32035105	22.5944515	21.9411877	22.0784108	21.66975359	21.81888756	21.53816714	22.56753186	22.12673535	22.0784108	21.81888756	21.38112625	21.88836534	22.05406272	21.53816714	21.9411877	22.51717581	21.29366304	21.86451792	22.36920887	21.91501826	22.56753186	21.20343464	21.9411877	21.62429615	21.84026967	19.46252224	21.75280774	21.57737719	21.73365009	22.15071075	21.69216553	21.99263793	21.75280774	21.64720368	22.30128295	21.9411877	22.10235476	21.57737719	22.15071075	22.62397479	21.48302306	22.05406272	22.65290623	21.81888756	22.3244712	22.15071075	22.05406272	21.84026967	22.3244712	21.46365208	21.50213691	21.46365208	22.05406272	22.27374951	21.96714216	22.0784108	21.84026967	22.22491875	21.38112625	22.12673535	22.15071075	21.91501826	21.32035105	21.79718377	21.77516657	21.77516657	22.02367721	22.46932111	21.88836534	21.91501826	22.0784108	22.27374951	21.62429615	22.05406272	21.9411877	22.0784108	21.81888756	21.46365208	21.99263793	22.0784108	21.50213691	21.88836534	21.81888756	21.88836534	21.96714216	21.75280774
A0A075B6S5	16.3563488	15.65012616	16.13627023	16.32374089	16.17352099	16.3563488	16.24497697	16.20861541	15.88990793	16.13627023	15.85525783	16.65329295	15.96648292	16.57711899	17.53426488	16.65329295	15.38667086	17.08236738	13.23855402	15.73269742	16.08953324	16.13627023	17.61956088	15.92835644	15.26832268	16.13627023	15.65012616	14.99722359	16.32374089	14.66111003	16.72733552	16.50183718	17.00787043	15.85525783	16.77034127	16.50183718	16.53994636	16.24497697	17.19949023	15.42551097	16.17352099	16.32374089	16.53994636	15.92835644	16.65329295	16.39063921	17.04965714	13.58894882	16.17352099	16.32374089	15.42551097	16.3563488	15.92835644	15.77344832	15.85525783	15.77344832	16.80865001	16.89097671	16.68753972	16.65329295	14.83521156	15.5609597	15.69193431	15.96648292	16.77034127	16.80865001	15.30620413	16.53994636	16.85019905	12.58214198	15.5609597	16.08953324	16.53994636	16.65329295	17.19949023	15.60796598	16.85019905	17.04965714	16.85019905	15.38667086	16.46492858	16.77034127	16.13627023	15.77344832	15.46668192	15.22874355	15.30620413	15.96648292	16.85019905	15.42551097	16.77034127	15.85525783	16.57711899	16.72733552	16.80865001	16.17352099	16.65329295	15.22874355	16.0046155	17.15841246	15.14441926	16.3563488	16.17352099	15.46668192	16.57711899	16.77034127	16.53994636	16.3563488	15.65012616	15.88990793	16.283848	16.32374089	15.5609597	16.283848	16.283848	16.46492858	14.72013736	15.92835644	16.283848	15.69193431	16.46492858	16.50183718	16.24497697	15.85525783	16.53994636	16.04511972	15.60796598	16.08953324	14.19798453	15.77344832	16.50183718	16.24497697	15.81338039	16.61649141	16.77034127	15.18553364	16.04511972	16.77034127	15.81338039	15.26832268	15.96648292	15.92835644	15.96648292	15.51307987	16.04511972	16.72733552	15.92835644	16.13627023	16.0046155	16.57711899	15.81338039
A0A075B6S9;P0DSN7	14.32298437	16.0046155	15.38667086	15.38667086	14.88812487	15.81338039	14.93976285	13.81688365	14.83521156	14.99722359	15.14441926	15.0516338	15.5609597	16.0046155	16.20861541	16.04511972	16.3563488	15.26832268	14.48639511	14.3783626	16.77034127	15.38667086	14.25930192	16.0046155	11.55506839	14.48639511	15.46668192	17.08236738	15.92835644	12.71145189	17.12077449	15.5609597	16.24497697	14.99722359	14.72013736	16.42693627	15.60796598	14.07598046	16.46492858	15.88990793	14.12871935	14.00965369	15.5609597	14.66111003	16.50183718	16.42693627	16.46492858	11.29806257	15.46668192	15.0516338	16.39063921	17.32734212	15.30620413	14.99722359	15.42551097	15.22874355	15.65012616	16.283848	14.72013736	15.73269742	14.60119044	14.3783626	16.32374089	12.71145189	14.72013736	15.73269742	16.92770853	16.96784541	16.20861541	15.42551097	15.46668192	14.07598046	15.38667086	15.42551097	15.22874355	14.25930192	14.48639511	15.77344832	16.80865001	16.283848	14.48639511	14.78453261	15.14441926	15.65012616	14.48639511	14.83521156	14.72013736	16.20861541	15.42551097	16.65329295	16.08953324	16.32374089	16.04511972	15.30620413	16.08953324	15.85525783	13.8837888	16.50183718	14.72013736	15.5609597	16.13627023	15.14441926	15.0516338	16.92770853	15.18553364	14.83521156	15.51307987	15.42551097	15.10115498	14.25930192	17.87999598	11.04302728	13.94708898	14.88812487	13.94708898	15.38667086	16.24497697	15.42551097	14.19798453	15.26832268	16.13627023	15.85525783	15.46668192	12.58214198	10.22641219	15.30620413	16.0046155	15.88990793	15.26832268	14.60119044	15.34519731	15.77344832	14.32298437	15.77344832	15.60796598	14.78453261	15.46668192	12.30520676	15.22874355	14.43104049	15.65012616	15.69193431	15.51307987	15.38667086	14.99722359	16.0046155	14.88812487	15.92835644	14.99722359	15.10115498	15.77344832
A0A087WSX0	14.07598046	13.04251439	13.14545456	14.25930192	14.32298437	14.3783626	14.07598046	12.44268437	14.00965369	13.14545456	13.94708898	12.83289001	15.10115498	15.5609597	13.50370153	14.12871935	13.41719324	14.3783626	13.94708898	12.71145189	10.22641219	14.25930192	13.66966018	13.66966018	13.74241471	13.58894882	15.0516338	12.17086395	14.12871935	13.74241471	11.73766986	14.99722359	14.32298437	13.66966018	14.3783626	14.43104049	12.83289001	13.14545456	13.94708898	12.44268437	14.60119044	13.94708898	14.54152016	14.19798453	14.07598046	14.19798453	12.0409746	10.22641219	13.14545456	14.54152016	14.00965369	13.81688365	14.32298437	13.33315535	14.66111003	13.04251439	13.50370153	14.00965369	13.8837888	12.71145189	13.8837888	15.0516338	13.94708898	13.14545456	13.23855402	14.3783626	13.50370153	13.74241471	13.14545456	13.74241471	13.04251439	13.33315535	14.07598046	14.00965369	13.33315535	10.71424552	12.58214198	14.32298437	13.94708898	13.33315535	14.88812487	12.44268437	17.19949023	15.46668192	13.66966018	12.71145189	13.50370153	13.66966018	14.00965369	14.25930192	13.58894882	10.71424552	13.23855402	13.58894882	13.66966018	14.19798453	14.3783626	15.30620413	14.32298437	14.60119044	13.74241471	14.07598046	14.78453261	14.3783626	14.43104049	13.41719324	14.83521156	15.34519731	13.33315535	13.41719324	13.58894882	12.83289001	14.19798453	12.0409746	12.30520676	11.55506839	12.58214198	14.3783626	13.23855402	13.58894882	13.58894882	13.23855402	12.0409746	12.71145189	13.41719324	14.19798453	14.00965369	12.71145189	14.43104049	13.58894882	14.00965369	13.41719324	14.66111003	14.25930192	12.94123105	13.04251439	13.58894882	14.66111003	13.66966018	13.33315535	13.41719324	13.81688365	12.71145189	13.14545456	13.41719324	14.72013736	13.81688365	12.17086395	13.66966018	12.71145189	13.66966018
A0A087WSY6	19.26925455	19.17754606	19.07014978	19.49128748	19.55272538	18.74617969	19.20774122	19.07014978	19.55272538	19.46252224	19.46252224	19.07014978	19.42826202	20.06647947	19.20774122	19.17754606	19.46252224	19.98558626	19.63615905	18.8517094	19.52142024	19.63615905	19.63615905	20.06647947	19.83903767	19.10861379	19.07014978	19.42826202	19.46252224	19.52142024	18.1485163	19.57999352	19.03572002	19.03572002	19.87519889	19.42826202	19.03572002	18.51486042	19.61008043	19.33310293	20.38472368	19.17754606	19.67102096	19.03572002	19.42826202	19.67102096	19.17754606	18.58049045	20.0258614	19.17754606	19.79899223	19.73333315	19.20774122	19.20774122	19.26925455	18.9625854	19.70037537	19.57999352	19.70037537	19.67102096	19.55272538	18.64674854	19.52142024	19.03572002	19.55272538	19.79899223	19.1450689	19.76718872	19.07014978	19.61008043	18.74617969	19.23941906	18.77969371	19.57999352	19.73333315	19.03572002	18.81662433	19.55272538	18.88780071	19.23941906	19.91245082	19.23941906	19.79899223	18.64674854	19.10861379	18.3846868	18.35387478	19.30290439	19.20774122	20.11354252	19.73333315	19.55272538	19.57999352	19.79899223	19.87519889	19.33310293	19.20774122	18.81662433	19.49128748	19.55272538	19.55272538	19.70037537	19.39877917	19.36627739	19.63615905	19.30290439	19.52142024	19.95389945	19.33310293	19.1450689	19.83903767	19.20774122	19.17754606	19.23941906	19.46252224	19.23941906	19.17754606	19.30290439	19.03572002	19.10861379	19.39877917	19.1450689	19.61008043	19.23941906	19.1450689	19.00097103	19.76718872	19.55272538	19.70037537	19.17754606	19.26925455	19.57999352	19.10861379	19.73333315	18.67639444	19.17754606	19.17754606	18.51486042	19.20774122	19.10861379	19.55272538	19.52142024	19.33310293	19.03572002	19.46252224	20.0258614	19.55272538	19.1450689	19.55272538	19.1450689	19.57999352
A0A087WSZ0	17.24269963	15.69193431	15.88990793	12.71145189	16.0046155	15.88990793	13.50370153	15.65012616	16.46492858	17.15841246	12.58214198	14.48639511	16.283848	17.45358413	18.74617969	17.00787043	17.15841246	17.36952919	16.61649141	17.68543321	16.61649141	19.17754606	18.3846868	17.49346458	17.00787043	17.65299198	16.92770853	13.8837888	16.68753972	14.12871935	17.49346458	16.80865001	16.77034127	16.32374089	18.08941427	13.8837888	17.12077449	17.19949023	18.47631507	15.5609597	17.79265051	17.41002894	17.82445537	17.24269963	17.12077449	17.36952919	17.28337779	16.57711899	17.08236738	18.51486042	13.50370153	17.08236738	19.36627739	15.96648292	16.85019905	15.69193431	17.08236738	19.17754606	17.41002894	18.1485163	17.57538413	16.96784541	16.39063921	15.65012616	15.10115498	14.43104049	18.05918072	17.04965714	20.06647947	15.0516338	16.24497697	17.68543321	18.05918072	18.44057723	16.61649141	18.20645161	16.3563488	16.77034127	18.26437845	17.97281155	15.14441926	17.71848605	14.3783626	15.5609597	15.85525783	15.46668192	15.0516338	16.80865001	16.57711899	16.53994636	16.65329295	17.12077449	16.61649141	18.35387478	15.77344832	15.65012616	17.87999598	17.75260932	17.65299198	16.08953324	15.65012616	17.61956088	18.3846868	17.04965714	17.12077449	15.42551097	17.87999598	15.88990793	14.88812487	17.53426488	15.51307987	17.19949023	16.0046155	16.65329295	17.28337779	17.19949023	17.00787043	16.53994636	15.81338039	15.81338039	15.85525783	16.39063921	16.283848	14.93976285	17.24269963	16.57711899	16.39063921	15.69193431	16.85019905	15.42551097	17.53426488	17.71848605	19.30290439	16.13627023	15.51307987	16.80865001	15.77344832	14.25930192	15.46668192	15.60796598	15.30620413	16.08953324	17.45358413	16.50183718	15.60796598	13.50370153	15.0516338	14.12871935	15.92835644	17.53426488	16.283848
A0A087WW87;P01614	16.04511972	15.14441926	16.53994636	12.30520676	15.10115498	16.17352099	15.14441926	14.72013736	15.0516338	14.48639511	12.17086395	15.30620413	14.43104049	16.17352099	15.51307987	16.46492858	15.77344832	15.85525783	14.54152016	15.14441926	15.38667086	14.54152016	16.283848	14.99722359	16.13627023	14.88812487	14.3783626	17.24269963	16.0046155	15.18553364	15.22874355	15.73269742	15.96648292	14.19798453	16.17352099	16.46492858	16.13627023	14.43104049	15.14441926	15.51307987	16.57711899	14.48639511	14.93976285	15.18553364	15.22874355	15.34519731	14.78453261	15.85525783	15.22874355	14.25930192	16.89097671	14.60119044	14.93976285	14.83521156	15.88990793	15.34519731	15.42551097	15.14441926	11.73766986	12.58214198	16.32374089	12.44268437	15.18553364	14.99722359	15.96648292	14.83521156	15.38667086	15.34519731	14.25930192	14.83521156	15.10115498	14.3783626	15.10115498	14.54152016	15.30620413	15.5609597	15.77344832	15.0516338	12.17086395	14.88812487	12.0409746	14.3783626	12.0409746	13.81688365	16.0046155	15.65012616	14.25930192	15.26832268	15.22874355	17.85233443	15.73269742	14.43104049	15.69193431	15.18553364	12.17086395	14.32298437	12.83289001	16.32374089	12.94123105	13.41719324	15.30620413	16.283848	15.51307987	15.81338039	17.24269963	15.0516338	15.69193431	13.50370153	14.78453261	14.48639511	14.72013736	15.34519731	15.77344832	14.83521156	15.30620413	14.99722359	15.18553364	16.0046155	14.48639511	15.14441926	14.93976285	15.10115498	14.78453261	15.0516338	15.26832268	15.0516338	16.04511972	15.85525783	16.17352099	16.50183718	14.19798453	17.00787043	16.17352099	14.83521156	16.42693627	15.26832268	14.78453261	13.94708898	14.93976285	16.20861541	16.72733552	15.38667086	16.3563488	15.14441926	14.88812487	15.65012616	15.10115498	11.88874325	15.0516338	15.0516338	15.14441926
A0A0A0MS15	18.29551785	17.97281155	18.58049045	18.08941427	18.7134335	18.54547358	18.64674854	18.74617969	18.58049045	19.20774122	19.39877917	18.58049045	18.58049045	19.63615905	18.08941427	18.64674854	17.08236738	19.07014978	16.85019905	17.49346458	19.42826202	18.32300197	18.9625854	18.61554343	19.00097103	18.81662433	17.36952919	17.53426488	18.9625854	16.65329295	19.10861379	19.39877917	19.1450689	18.58049045	19.1450689	19.00097103	17.85233443	17.75260932	18.18013255	18.23456486	18.41311965	18.44057723	18.74617969	18.54547358	19.00097103	18.05918072	18.74617969	17.15841246	18.54547358	19.33310293	17.79265051	18.92376851	18.47631507	18.35387478	19.03572002	18.05918072	19.26925455	18.7134335	19.42826202	19.57999352	18.64674854	17.85233443	18.03181426	16.68753972	18.64674854	18.54547358	18.35387478	19.39877917	18.47631507	19.63615905	16.85019905	18.7134335	19.46252224	19.20774122	19.70037537	16.92770853	18.88780071	18.77969371	18.47631507	18.29551785	18.92376851	18.11872314	19.03572002	18.74617969	18.18013255	18.9625854	18.11872314	18.88780071	17.85233443	18.51486042	17.53426488	18.64674854	19.46252224	18.81662433	19.33310293	19.00097103	18.88780071	19.00097103	18.32300197	19.61008043	19.17754606	18.32300197	19.61008043	19.00097103	18.35387478	19.00097103	19.03572002	19.33310293	18.18013255	18.7134335	18.81662433	19.07014978	18.51486042	18.74617969	18.8517094	18.88780071	18.00145218	19.33310293	18.74617969	18.7134335	18.77969371	18.92376851	18.05918072	19.1450689	18.7134335	18.7134335	18.9625854	19.20774122	19.07014978	18.47631507	19.23941906	18.47631507	18.51486042	18.92376851	18.51486042	18.9625854	18.61554343	18.3846868	18.7134335	18.7134335	18.54547358	18.81662433	17.65299198	18.18013255	18.20645161	18.41311965	18.47631507	18.1485163	18.51486042	18.3846868	18.92376851
A0A0A0MT36	15.69193431	16.53994636	15.92835644	14.78453261	15.92835644	16.57711899	17.24269963	16.50183718	16.0046155	17.41002894	17.49346458	16.283848	15.65012616	15.81338039	13.94708898	15.14441926	14.25930192	15.42551097	14.00965369	15.0516338	16.24497697	17.49346458	15.65012616	16.61649141	17.61956088	14.60119044	16.57711899	15.81338039	16.20861541	17.00787043	16.85019905	16.77034127	15.46668192	15.51307987	15.77344832	16.68753972	14.60119044	14.93976285	16.24497697	13.94708898	14.99722359	15.96648292	15.60796598	16.68753972	15.38667086	16.77034127	17.00787043	14.19798453	15.30620413	15.5609597	17.04965714	15.14441926	17.24269963	16.20861541	16.50183718	14.66111003	15.26832268	17.00787043	15.73269742	17.15841246	15.65012616	13.66966018	18.47631507	16.3563488	13.33315535	15.96648292	15.22874355	15.69193431	14.07598046	13.50370153	14.93976285	16.32374089	15.26832268	14.32298437	15.14441926	16.50183718	14.93976285	15.96648292	13.66966018	15.42551097	15.92835644	16.24497697	18.1485163	16.96784541	16.3563488	18.18013255	14.93976285	14.78453261	14.19798453	17.36952919	16.04511972	15.73269742	16.46492858	15.24866884	16.17352099	14.25930192	15.22874355	14.54152016	16.42693627	16.283848	16.85019905	15.18553364	14.66111003	14.72013736	17.85233443	17.45358413	16.72733552	17.12077449	16.92770853	16.57711899	15.88990793	15.96648292	14.78453261	16.17352099	15.60796598	16.92770853	14.3783626	16.17352099	16.0046155	16.50183718	15.81338039	16.77034127	16.17352099	16.42693627	15.73269742	15.77344832	16.68753972	15.14441926	16.39063921	16.20861541	16.46492858	15.65012616	16.65329295	16.32374089	16.283848	16.04511972	16.50183718	16.3563488	16.57711899	16.17352099	15.92835644	16.283848	14.54152016	16.39063921	16.39063921	14.93976285	15.85525783	15.30620413	16.08953324	16.24497697	16.20861541
A0A0A0MT89	17.36952919	14.78453261	15.60796598	15.0516338	15.88990793	16.20861541	15.92835644	15.92835644	15.30620413	16.17352099	16.3563488	15.5609597	15.30620413	16.3563488	16.61649141	15.5609597	12.17086395	14.72013736	12.94123105	14.83521156	12.23959853	16.0046155	16.61649141	16.42693627	15.85525783	14.43104049	15.38667086	13.74241471	15.81338039	14.00965369	16.3563488	15.42551097	13.8837888	15.65012616	14.66111003	13.58894882	15.42551097	12.17086395	16.39063921	15.30620413	15.14441926	14.83521156	12.0409746	15.5609597	16.39063921	12.83289001	15.77344832	12.71145189	15.65012616	12.17086395	16.17352099	15.96648292	15.22874355	15.18553364	15.51307987	14.72013736	18.18013255	14.88812487	16.42693627	15.81338039	16.50183718	15.60796598	15.42551097	15.26832268	14.83521156	16.32374089	14.93976285	11.73766986	15.34519731	15.10115498	12.94123105	15.85525783	14.78453261	15.14441926	16.04511972	15.18553364	15.10115498	15.42551097	15.42551097	14.72013736	16.0046155	14.93976285	15.73269742	15.18553364	15.92835644	15.85525783	15.73269742	16.04511972	14.93976285	14.19798453	14.88812487	16.3563488	16.0046155	15.5609597	17.00787043	14.93976285	14.78453261	14.66111003	14.78453261	16.24497697	16.53994636	15.22874355	14.72013736	15.88990793	16.20861541	15.18553364	16.08953324	16.77034127	15.14441926	16.0046155	16.3563488	12.17086395	15.73269742	16.0046155	15.85525783	12.71145189	15.10115498	15.34519731	15.88990793	14.66111003	11.55506839	12.83289001	13.58894882	12.44268437	11.88874325	11.29806257	15.46668192	15.60796598	11.88874325	11.55506839	15.18553364	15.10115498	14.93976285	15.51307987	14.78453261	16.0046155	15.88990793	14.07598046	15.18553364	11.55506839	14.3783626	14.54152016	16.283848	15.10115498	15.34519731	15.14441926	15.5609597	16.61649141	15.60796598	15.38667086	14.3783626
A0A0B4J1U3	9.152284842	15.42551097	14.99722359	15.77344832	15.26832268	14.43104049	15.10115498	15.10115498	15.10115498	15.18553364	16.08953324	15.42551097	13.33315535	15.42551097	9.152284842	16.08953324	10.22641219	16.13627023	18.88780071	14.99722359	18.26437845	14.93976285	16.53994636	15.34519731	9.152284842	15.10115498	15.26832268	19.26925455	13.74241471	13.41719324	15.0516338	14.72013736	12.30520676	15.26832268	16.283848	12.30520676	14.83521156	14.25930192	15.46668192	13.74241471	15.51307987	9.152284842	14.60119044	14.88812487	14.19798453	10.22641219	15.0516338	13.04251439	14.83521156	9.152284842	12.17086395	13.50370153	16.68753972	15.34519731	9.152284842	13.41719324	13.33315535	14.25930192	9.152284842	14.72013736	14.78453261	14.07598046	14.72013736	15.73269742	14.78453261	14.25930192	15.51307987	15.22874355	14.93976285	17.90996338	9.152284842	15.38667086	16.17352099	15.18553364	14.32298437	14.66111003	15.0516338	15.14441926	15.18553364	15.51307987	14.32298437	15.38667086	15.0516338	15.60796598	15.30620413	16.08953324	14.19798453	9.152284842	13.58894882	15.34519731	14.78453261	14.66111003	13.50370153	17.08236738	15.96648292	15.0516338	14.93976285	15.73269742	15.14441926	16.0046155	15.77344832	9.152284842	15.10115498	16.283848	14.72013736	15.46668192	15.38667086	15.38667086	15.46668192	10.22641219	14.48639511	10.22641219	15.14441926	15.14441926	13.8837888	20.06647947	9.152284842	15.77344832	15.38667086	14.93976285	15.34519731	19.17754606	15.65012616	10.22641219	9.152284842	14.00965369	15.14441926	13.50370153	15.5609597	15.18553364	14.72013736	14.72013736	15.18553364	15.65012616	15.30620413	14.72013736	15.22874355	13.50370153	15.42551097	14.72013736	14.72013736	15.73269742	15.26832268	14.72013736	14.32298437	13.81688365	14.78453261	15.88990793	14.93976285	15.5609597	14.43104049
A0A0B4J1U7	18.64674854	18.3846868	18.64674854	18.1485163	18.64674854	18.47631507	18.47631507	18.61554343	18.18013255	18.08941427	18.7134335	18.23456486	18.05918072	19.23941906	17.75260932	18.92376851	17.97281155	18.74617969	19.57999352	18.54547358	18.64674854	18.41311965	17.57538413	18.44057723	18.20645161	18.26437845	18.44057723	18.00145218	18.3846868	18.35387478	19.95389945	18.51486042	18.51486042	18.3846868	18.35387478	18.03181426	17.15841246	19.42826202	17.08236738	18.51486042	16.92770853	18.32300197	17.90996338	19.33310293	18.92376851	19.57999352	19.07014978	19.07014978	17.90996338	18.8517094	18.9625854	17.71848605	17.49346458	18.41311965	18.58049045	17.82445537	18.74617969	18.64674854	18.11872314	18.47631507	18.9625854	16.53994636	18.7134335	18.88780071	17.68543321	18.81662433	17.90996338	18.58049045	17.79265051	18.51486042	18.58049045	18.44057723	18.81662433	17.93902818	18.3846868	17.19949023	18.47631507	18.7134335	17.90996338	18.00145218	19.55272538	18.29551785	19.42826202	17.49346458	19.42826202	19.46252224	18.58049045	17.82445537	18.18013255	18.20645161	17.04965714	18.67639444	19.10861379	18.1485163	18.47631507	18.54547358	17.71848605	17.68543321	18.92376851	18.23456486	18.41311965	18.61554343	18.35387478	18.20645161	17.71848605	18.61554343	18.23456486	19.26925455	18.58049045	19.03572002	19.07014978	18.7134335	17.82445537	18.54547358	17.41002894	18.35387478	17.93902818	17.97281155	18.54547358	18.23456486	18.7134335	17.45358413	18.9625854	18.26437845	18.51486042	18.3846868	18.29551785	18.00145218	18.18013255	18.08941427	17.65299198	18.54547358	18.8517094	18.3846868	18.08941427	18.58049045	18.47631507	18.18013255	18.18013255	18.41311965	18.44057723	18.35387478	18.64674854	17.45358413	18.51486042	17.85233443	18.32300197	20.11354252	18.44057723	18.26437845	18.51486042
A0A0B4J1V0	17.87999598	19.36627739	17.71848605	18.44057723	18.18013255	18.26437845	17.65299198	18.47631507	18.29551785	18.23456486	17.79265051	18.29551785	17.87999598	18.92376851	18.18013255	18.23456486	18.8517094	18.7134335	17.36952919	18.00145218	17.87999598	19.03572002	19.36627739	18.26437845	17.85233443	17.41002894	17.79265051	18.29551785	17.85233443	18.26437845	18.11872314	18.29551785	18.92376851	17.87999598	18.51486042	18.81662433	18.41311965	17.85233443	18.61554343	17.71848605	18.29551785	19.00097103	18.29551785	18.08941427	18.7134335	18.11872314	18.44057723	17.82445537	18.29551785	18.77969371	18.1485163	18.05918072	17.41002894	18.23456486	18.03181426	17.93902818	18.88780071	19.10861379	18.29551785	18.54547358	18.35387478	18.23456486	17.93902818	18.3846868	18.54547358	18.32300197	17.87999598	18.74617969	17.85233443	18.32300197	17.57538413	18.54547358	18.20645161	18.64674854	18.29551785	17.15841246	17.53426488	18.20645161	17.45358413	18.03181426	18.64674854	18.3846868	19.07014978	18.3846868	18.32300197	18.05918072	17.08236738	18.7134335	18.54547358	17.65299198	18.23456486	17.79265051	18.61554343	18.18013255	17.90996338	18.44057723	17.85233443	18.29551785	18.35387478	18.58049045	19.73333315	18.05918072	18.81662433	18.74617969	18.61554343	17.71848605	18.74617969	18.58049045	18.44057723	18.67639444	18.03181426	18.47631507	18.61554343	18.32300197	18.03181426	18.11872314	17.82445537	18.47631507	18.3846868	18.20645161	18.32300197	18.54547358	19.33310293	18.47631507	18.67639444	18.26437845	18.81662433	18.05918072	18.74617969	17.71848605	18.41311965	17.57538413	18.54547358	18.20645161	19.07014978	18.26437845	18.20645161	18.20645161	18.1485163	17.68543321	17.61956088	18.26437845	18.1485163	18.26437845	18.26437845	18.11872314	18.29551785	16.92770853	18.35387478	18.44057723	18.35387478
A0A0B4J1V2	14.66111003	15.38667086	15.10115498	14.88812487	14.93976285	15.69193431	15.18553364	15.38667086	15.18553364	14.66111003	15.18553364	14.78453261	14.00965369	14.72013736	15.14441926	14.00965369	15.34519731	16.0046155	13.41719324	15.34519731	14.60119044	14.78453261	15.60796598	15.26832268	14.19798453	15.69193431	14.60119044	15.22874355	14.3783626	14.07598046	16.283848	15.18553364	15.34519731	14.48639511	15.88990793	15.85525783	15.14441926	14.78453261	14.43104049	14.3783626	15.42551097	13.74241471	15.65012616	14.25930192	15.42551097	15.42551097	15.42551097	14.66111003	15.81338039	15.42551097	15.46668192	15.18553364	15.14441926	14.78453261	13.66966018	14.83521156	15.14441926	15.30620413	15.14441926	15.38667086	16.17352099	14.19798453	14.83521156	15.10115498	15.22874355	15.60796598	14.72013736	15.85525783	15.38667086	14.07598046	14.99722359	15.5609597	14.25930192	15.5609597	15.5609597	14.88812487	15.85525783	15.10115498	15.77344832	15.18553364	15.30620413	16.0046155	15.30620413	14.48639511	14.32298437	14.99722359	14.43104049	16.68753972	15.34519731	14.66111003	14.32298437	15.60796598	15.92835644	14.88812487	15.30620413	16.08953324	15.85525783	14.72013736	15.34519731	15.42551097	14.72013736	15.30620413	15.60796598	14.25930192	14.78453261	15.26832268	15.10115498	15.22874355	15.34519731	15.51307987	15.60796598	15.51307987	14.00965369	15.60796598	14.99722359	15.0516338	14.88812487	14.72013736	15.10115498	14.88812487	14.99722359	15.38667086	15.22874355	15.34519731	15.34519731	15.38667086	14.72013736	14.54152016	14.48639511	13.94708898	15.14441926	14.60119044	15.73269742	15.18553364	13.04251439	15.5609597	14.88812487	14.12871935	14.83521156	13.8837888	14.54152016	15.51307987	14.88812487	14.88812487	14.78453261	14.99722359	14.99722359	15.0516338	14.88812487	14.66111003	15.38667086
